#"Step","Potential Energy (kJ/mole)","Kinetic Energy (kJ/mole)","Total Energy (kJ/mole)","Temperature (K)","Box Volume (nm^3)"
36050,-429452.6154182758,91573.0499663364,-337879.5654519394,301.8156660563831,447.21071690111967
36100,-429039.4381103625,92392.14954540881,-336647.2885649537,304.51533681230006,447.21071690111967
36150,-429357.0960830876,92155.62720594653,-337201.4688771411,303.7357827027857,447.21071690111967
36200,-429289.40566127095,91564.11215436531,-337725.29350690567,301.7862079169618,447.16712902523847
36250,-427957.0501960572,91536.08212842734,-336420.96806762984,301.6938237389623,447.16712902523847
36300,-427834.41224303097,92127.83083720185,-335706.5814058291,303.64416863565884,447.3889697589862
36350,-427988.7416857537,91703.86834860167,-336284.873337152,302.24683043488005,447.3889697589862
36400,-428126.5376445395,91785.34722111502,-336341.1904234245,302.5153766958835,447.5308959782949
36450,-429272.2955854195,92259.65358006631,-337012.64200535323,304.0786432868105,447.5308959782949
36500,-427780.8876459915,92338.37222527381,-335442.5154207177,304.3380921131092,447.1156426644357
36550,-426734.7836542344,92503.65444432864,-334231.12920990575,304.8828458703516,447.1156426644357
36600,-427379.15821391554,91776.97376975126,-335602.1844441643,302.48777863290024,447.354587405282
36650,-428110.03735463927,92408.60766734692,-335701.4296872923,304.56958114550304,446.32620975696017
36700,-428007.1675654764,91562.83831893544,-336444.32924654096,301.7820094820636,446.32620975696017
36750,-428565.809515225,91925.4513647282,-336640.3581504968,302.9771460203454,446.92834523550925
36800,-428610.1137317775,90946.2303364574,-337663.88339532015,299.7497308914116,446.47472348018397
36850,-429043.58120685886,92007.68327260148,-337035.8979342574,303.24817421100835,446.47472348018397
36900,-430426.5150800955,93231.56604533552,-337194.94903476,307.2819701189032,446.28407623561304
36950,-428272.17781649623,91423.77362831916,-336848.4041881771,301.32366609130935,446.28407623561304
37000,-427732.79037419264,91178.15824399338,-336554.6321301992,300.51414221019775,446.28407623561304
37050,-428404.5124052856,92562.04446363982,-335842.46794164577,305.07529356730964,446.28407623561304
37100,-428492.67846414493,91861.31586198509,-336631.36260215985,302.76576178136474,446.4215007697077
37150,-428407.19109498616,92219.47539190702,-336187.7157030791,303.94621997422354,446.4215007697077
37200,-428741.7083305281,91885.32801926232,-336856.3803112658,302.844903463822,446.4215007697077
37250,-429135.1026071578,92006.69221953928,-337128.41038761847,303.2449077986723,446.4215007697077
37300,-429463.9466638558,91361.50201392606,-338102.44464992976,301.1184250429729,446.0429562609705
37350,-428269.2373580134,92181.60732429601,-336087.6300337174,303.82141058922997,446.9270793444294
37400,-428224.5056709645,92452.57930511648,-335771.926365848,304.7145072907596,446.9270793444294
37450,-428958.6854104479,92367.27089876513,-336591.41451168276,304.43333926706043,446.9270793444294
37500,-428632.94874740904,92411.62886465283,-336221.3198827562,304.5795387113754,445.50230125610767
37550,-428899.212392556,92006.56776901864,-336892.6446235374,303.2444976221324,446.6948261382261
37600,-429130.225895043,90881.62535403503,-338248.60054100794,299.5367992940963,446.748675226323
37650,-428903.0825025223,91559.35664698381,-337343.72585553845,301.7705342375516,446.83386964628363
37700,-427900.3193488391,92288.27357684061,-335612.04577199847,304.1729719500159,445.96105559573004
37750,-428988.7729436711,92103.29741470449,-336885.47552896664,303.5633089148741,446.1111312028441
37800,-427855.75180624286,92724.46019106393,-335131.2916151789,305.61059965320027,446.3704548896273
37850,-428302.9197375388,91568.30467765749,-336734.6150598813,301.80002605680045,446.2396225498036
37900,-427461.94142446644,91462.82404378508,-335999.11738068133,301.4523723772522,446.8185234273302
37950,-427984.008469725,92055.59322839387,-335928.41524133115,303.40608066081563,446.33470823338735
38000,-427912.83752553724,91299.85639383813,-336612.9811316991,300.9152472096132,446.33470823338735
38050,-427217.307071717,91704.73462734107,-335512.57244437595,302.2496856034566,446.33470823338735
38100,-428650.7360104658,92142.77430042933,-336507.96171003644,303.69342080437934,446.33470823338735
38150,-427664.28185778647,92555.99581620499,-335108.2860415815,305.0553578268822,446.6745193399596
38200,-428905.7175241858,91861.86077990464,-337043.85674428113,302.7675577766373,446.5723044956327
38250,-428670.2089023739,92969.31246542539,-335700.8964369485,306.41760839975825,446.5162919592167
38300,-430237.5801941189,92272.94515535297,-337964.63503876596,304.1224509971527,445.9352850209805
38350,-429475.4249141156,93127.73829290249,-336347.6866212131,306.93976417220557,445.9352850209805
38400,-429481.84182744403,92297.88841940842,-337183.9534080356,304.20466151495555,445.4522323323236
38450,-430123.67371173715,92130.47534231073,-337993.1983694264,303.6528846615106,445.1371934301984
38500,-430324.4182730941,92751.8077117792,-337572.6105613149,305.70073436185857,445.87333365226016
38550,-429150.71459875,91924.96738245101,-337225.747216299,302.9755508628902,445.4787891703586
38600,-429667.8921171699,92324.32497784094,-337343.567139329,304.29179378252206,445.4787891703586
38650,-429936.79697627714,91268.08111326012,-338668.715863017,300.8105190447732,445.6362400000022
38700,-429787.77977197454,92571.07583779564,-337216.7039341789,305.1050600783874,445.6362400000022
38750,-430047.6874876844,91640.89044164508,-338406.79704603937,302.0392615164928,446.02835096361434
38800,-429374.8623304253,90991.63445844315,-338383.22787198215,299.899378362189,446.02835096361434
38850,-429269.5881505627,92423.07824269884,-336846.50990786386,304.6172747228128,444.9467746201031
38900,-430399.85931009986,91370.11329740641,-339029.74601269345,301.1468069769608,445.1488872325271
38950,-430649.1635887965,92371.92714034105,-338277.2364484555,304.4486857762471,445.1488872325271
39000,-429048.7200556053,92086.61466819211,-336962.1053874132,303.5083242414125,445.1488872325271
39050,-429077.19447326125,91788.95949200861,-337288.23498125264,302.52728238152054,445.1488872325271
39100,-429847.4739750894,91701.07165116744,-338146.4023239219,302.2376127982591,445.1488872325271
39150,-430086.03593977354,93018.69367387448,-337067.34226589906,306.58036395201094,445.1047717929848
39200,-430039.9072002268,91570.02243106448,-338469.8847691623,301.8056876012051,445.30702765187135
39250,-428712.54116852675,91104.86541552044,-337607.6757530063,300.27257633627687,445.72898310359346
39300,-429677.2401088055,92638.81583780513,-337038.4242710003,305.3283243819029,445.77326855217296
39350,-429286.4843449816,91876.33066533417,-337410.1536796474,302.8152490800315,445.66062415106614
39400,-428473.7105609928,91962.5610877368,-336511.149473256,303.0994559769443,445.66062415106614
39450,-429305.4929938817,92565.65104418137,-336739.8419497003,305.08718049811233,445.66062415106614
39500,-428913.1966454752,92133.760828961,-336779.4358165142,303.6637132987792,444.6913902430067
39550,-428757.2343597491,92742.04521424763,-336015.18914550147,305.66855814084215,445.95638055990605
39600,-428296.1415947573,92673.81409705977,-335622.32749769755,305.4436751639467,445.81336823703583
39650,-428714.793180875,92751.45715835475,-335963.33602252026,305.69957897263293,445.0173703295687
39700,-429765.4936844413,92118.09865873714,-337647.3950257042,303.6120923432717,445.0173703295687
39750,-430954.57459958736,91742.30363188944,-339212.2709676979,302.3735093063366,444.4905358851346
39800,-429409.5765682843,92178.5716064275,-337231.0049618568,303.8114051650273,445.4702734162475
39850,-428167.1367850427,92367.8605795646,-335799.2762054781,304.4352827963337,445.9243351874421
39900,-429146.36241928535,90563.99882769307,-338582.3635915923,298.4899338501658,445.4556816517096
39950,-428533.4762438375,93163.22992866294,-335370.24631517456,307.0567410741479,445.4110690415095
40000,-428425.0034162777,92360.655680535,-336064.3477357427,304.4115361656352,446.0198469649897
40050,-427756.0849870411,92382.84494371056,-335373.24004333053,304.48466977041403,446.0198469649897
40100,-428344.18194943597,91615.66436002305,-336728.5175894129,301.95611886011574,445.1498253527062
40150,-427985.7411966708,92736.67324489055,-335249.0679517803,305.65085266406555,445.0690897899483
40200,-428621.89629549556,92133.0541283515,-336488.84216714406,303.6613840838493,445.0215803216628
40250,-429092.142207101,92198.36353421204,-336893.77867288893,303.8766373907643,445.0215803216628
40300,-428814.7092205719,90705.08817469148,-338109.6210458804,298.9549503070102,445.0215803216628
40350,-429083.8672145866,91797.23055879583,-337286.63665579073,302.5545429951214,445.0215803216628
40400,-429080.6548542199,91451.53394676352,-337629.1209074564,301.4151613402314,445.91857732333466
40450,-429607.6650713007,91486.56111193125,-338121.1039593695,301.5306073932902,445.57400804332855
40500,-429709.4281958479,91601.61525501843,-338107.81294082943,301.90981440715694,444.58092624826793
40550,-429241.8389238883,93187.30994141455,-336054.5289824737,307.13610640150074,444.58092624826793
40600,-429088.24840583163,92003.71181315146,-337084.53659268015,303.2350846756094,444.58092624826793
40650,-429873.033180872,92461.75790399013,-337411.2752768819,304.7447590398663,444.2152203762893
40700,-429290.82264515944,91081.59137982836,-338209.2312653311,300.19586742916056,444.9864762244965
40750,-428129.21009536274,91283.01688081445,-336846.1932145483,300.85974584932023,445.6014227390739
40800,-428597.3327829987,91890.29948194089,-336707.03330105776,302.8612889104153,445.0993325124265
40850,-428630.17404615064,91772.43440815064,-336857.739638,302.47281734848883,445.1060222081783
40900,-428892.415766018,92191.42520677763,-336700.99055924034,303.8537693535339,444.4687390112821
40950,-430027.7121018581,92124.26410594226,-337903.44799591583,303.6324130441267,444.2920685957931
41000,-429507.70915239747,91146.73204162811,-338360.97711076937,300.4105645724322,444.2920685957931
41050,-428401.6612676247,91907.8116858932,-336493.8495817315,302.91900739311217,444.33705539192755
41100,-428622.56777819246,93383.31000790812,-335239.2577702843,307.7821031291144,445.3841593336822
41150,-429426.19031618536,91267.31600380424,-338158.87431238114,300.80799732009416,445.3841593336822
41200,-429557.38039417984,90923.60808401708,-338633.7723101628,299.6751701970754,445.06682554908576
41250,-429339.1011043822,91880.60367661314,-337458.49742776906,302.8293325002703,445.06682554908576
41300,-428797.60138017684,92392.21964978673,-336405.38173039013,304.515567869358,445.0982760347428
41350,-428283.0491065311,90965.13899099958,-337317.91011553153,299.8120519363803,444.53304930008187
41400,-429514.05687964684,92713.63190467247,-336800.42497497436,305.5749106980908,444.22111910892863
41450,-429410.77126176143,91883.80853461789,-337526.96272714355,302.8398953935416,445.33456205074896
41500,-428003.68319532997,92761.27682009594,-335242.406375234,305.7319436011995,444.62661604538084
41550,-429066.31057037506,92580.60972788592,-336485.70084248914,305.1364828320116,444.7879328342633
41600,-428551.1177609777,92898.41426746343,-335652.7034935143,306.18393498986364,444.46374904443667
41650,-428194.5706407116,91332.64811197716,-336861.92252873443,301.02332545157304,444.6626847317089
41700,-428909.2416517383,92011.42564351964,-336897.8160082187,303.2605086933884,444.6626847317089
41750,-429072.90300685423,91384.75141326924,-337688.151593585,301.19505275113323,444.1703246399922
41800,-429101.74955847487,91214.59141844104,-337887.15814003383,300.6342223300202,443.43254306000625
41850,-430654.1928925668,92082.8481218765,-338571.3447706903,303.4959100793266,443.56430239511155
41900,-430360.8126819697,90627.57833654911,-339733.2343454206,298.6994855885864,444.3740820789782
41950,-429131.4369055182,91384.00845995921,-337747.428445559,301.19260405090756,444.3740820789782
42000,-429242.50248313416,90147.83223450466,-339094.6702486295,297.1182901453886,444.3740820789782
42050,-429561.8176407586,91865.53100785028,-337696.2866329083,302.7796544829543,444.3740820789782
42100,-430382.7059048207,90301.55819781379,-340081.1477070069,297.62495563292407,444.3740820789782
42150,-429437.4957490857,91687.34066031475,-337750.1550887709,302.1923568179095,444.3740820789782
42200,-429240.34856341244,91871.15795441248,-337369.1906089999,302.7982003392424,444.3740820789782
42250,-429871.1368797736,91176.03697326305,-338695.09990651056,300.5071507128238,444.07907182270975
42300,-429483.7219732802,90966.42184517306,-338517.30012810713,299.8162800961606,444.07907182270975
42350,-429659.3438931126,92079.7728929701,-337579.5710001425,303.4857744306724,443.7263586597331
42400,-430108.51204029284,92217.03644465997,-337891.47559563286,303.9381814466424,444.0207708991332
42450,-429856.8496558971,93098.60478622858,-336758.24486966856,306.8437430314379,444.0207708991332
42500,-429321.55673313886,91328.63176926582,-337992.92496387305,301.0100879854083,444.0207708991332
42550,-429491.100694465,92284.86085498579,-337206.2398394792,304.16172395816614,443.5240511603638
42600,-429343.61579066,92452.313542233,-336891.30224842706,304.71363136272487,443.8746278641029
42650,-428382.860108166,92644.05487708197,-335738.805231084,305.3455917343545,444.65944420696815
42700,-428858.4507034377,91903.81232991535,-336954.6383735223,302.9058259135317,443.5368183384442
42750,-429430.56506935833,91730.6561659027,-337699.9089034556,302.3351204167457,444.00589495093845
42800,-429539.47623004625,91834.8562961761,-337704.61993387016,302.6785536837734,443.67996602422204
42850,-430238.4017929791,91718.24190486624,-338520.15988811286,302.29420424692614,444.1551888083369
42900,-429295.272927108,91474.82902395006,-337820.44390315795,301.49193959802096,444.1551888083369
42950,-429110.7116163552,92195.08787393445,-336915.6237424208,303.86584114024276,443.66898608732475
43000,-429174.276655226,91160.43435406646,-338013.8423011596,300.45572603157996,443.66898608732475
43050,-429654.3048279241,92934.70763313977,-336719.5971947843,306.3035543138793,443.66898608732475
43100,-428839.90217441344,93296.02183292198,-335543.88034149143,307.49440998487626,443.66898608732475
43150,-430131.1685971492,92170.92001510241,-337960.24858204677,303.7861862809449,443.4795958803228
43200,-428180.3804591005,92194.13704488998,-335986.2434142105,303.862707302269,444.31105215562036
43250,-428690.63650861685,92388.47049821346,-336302.1660104034,304.5032110386131,443.9732623195135
43300,-428488.0237712702,91604.3064250657,-336883.71734620444,301.9186842360049,443.9732623195135
43350,-428361.79066828196,91601.12721065438,-336760.6634576276,301.9082058614673,443.9715905307033
43400,-430321.14444109425,91722.70779949165,-338598.4366416026,302.30892339149324,443.28923551539657
43450,-430111.27376017044,92132.51760809578,-337978.75615207467,303.65961576644156,443.28923551539657
43500,-428727.94337673066,91764.77055565905,-336963.1728210716,302.44755805282097,443.28923551539657
43550,-430295.13247252605,91627.59739866597,-338667.5350738601,301.99544896878217,443.19566179020364
43600,-429485.6888910399,91414.82159423784,-338070.8672968021,301.2941610772271,443.92977187802916
43650,-429132.46539924317,92429.18135628317,-336703.28404296003,304.63738997825254,443.63111049472775
43700,-429001.4590924387,92189.87946845034,-336811.57962398836,303.8486747537256,443.63111049472775
43750,-428590.83555131895,90875.00334120018,-337715.83221011877,299.51497379832955,443.94013114102535
43800,-429042.03109400463,91997.47115102672,-337044.5599429779,303.21451607385916,442.9934754587654
43850,-428918.44820515113,92528.6483120039,-336389.7998931472,304.965223172653,443.7203584100436
43900,-427946.80053377524,92357.76275774649,-335589.03777602874,304.4020013798157,443.0810962411241
43950,-430798.53267344413,92826.92546559125,-337971.6072078529,305.9483150082145,443.6385455688229
44000,-429872.41375146946,91992.97742693202,-337879.43632453744,303.19970520612884,443.21634510261447
44050,-429768.0809572155,91140.44710005521,-338627.6338571603,300.38985003002426,443.600068986352
44100,-428495.3454266386,91475.64140920414,-337019.7040174345,301.4946171390294,442.79568963959167
44150,-429394.52626487194,92190.3727617867,-337204.15350308525,303.8503005995059,442.6024691849323
44200,-429102.251002711,90700.34310529855,-338401.9078974124,298.9393110301724,442.6754722696529
44250,-429741.66960730567,91992.84473062347,-337748.8248766822,303.19926785229205,442.6754722696529
44300,-429679.04227218963,91263.43372447656,-338415.6085477131,300.79520171350975,442.6754722696529
44350,-429728.500825071,90522.45444615223,-339206.0463789188,298.3530077000566,442.61446631432693
44400,-430496.97323019966,91329.14008908754,-339167.8331411121,301.01176335699,442.55786378271193
44450,-430002.0345911009,91777.40631665525,-338224.62827444565,302.48920426448046,442.7880340650864
44500,-429746.97719068965,92349.17566855915,-337397.8015221305,304.3736991878115,441.66247198226057
44550,-429273.8175079925,92746.39536348876,-336527.42214450374,305.68289580013317,441.66247198226057
44600,-429154.5020224503,93031.96688319219,-336122.53513925814,306.6241111299459,443.01407108211305
44650,-430713.76906624436,91663.23013031669,-339050.5389359277,302.11289090874726,442.7650483852073
44700,-430286.5094763723,91900.44846887031,-338386.06100750196,302.8947389620519,442.7650483852073
44750,-429278.61404178827,92213.2856597483,-337065.32838203997,303.9258192325765,442.566356556998
44800,-428966.05688328226,93069.95628118308,-335896.1006020992,306.7493204078057,442.566356556998
44850,-429058.9872436996,92495.54969425144,-336563.43754944816,304.85613342008736,442.67440193004427
44900,-429239.23150090664,92178.6721220298,-337060.5593788768,303.81173645445654,442.67440193004427
44950,-428865.2785984336,91827.63310376498,-337037.6454946686,302.6547467599086,442.67440193004427
45000,-429256.4674759004,93280.512896865,-335975.9545790354,307.4432940739441,442.67440193004427
45050,-430210.8453738175,92456.3382338408,-337754.5071399767,304.7268963460221,443.02089313856555
45100,-430050.4980138992,91287.61726900772,-338762.8807448915,300.8749082713121,442.85016688579753
45150,-428678.38380239345,92570.80911270432,-336107.57468968915,305.10418097901135,442.9602430236699
45200,-429203.81490510236,92640.50926262038,-336563.305642482,305.33390574168857,442.9602430236699
45250,-428759.12043851404,91572.2349365984,-337186.88550191565,301.81297979941854,442.8589471868922
45300,-429626.3404302804,91616.10577459785,-338010.2346556826,301.9575737186571,442.8589471868922
45350,-429495.61109436234,90511.3795436963,-338984.23155066604,298.31650592292374,442.8589471868922
45400,-430247.5174112341,91815.32860089962,-338432.1888103345,302.6141923421059,442.8589471868922
45450,-429345.84124009195,92262.68889099898,-337083.152349093,304.0886473697931,442.01561825934544
45500,-429126.34652405116,91372.15110693226,-337754.1954171189,301.15352339450476,443.16265154209
45550,-429278.2175601111,91252.30360938296,-338025.91395072814,300.75851796101387,443.16265154209
45600,-429034.9498780656,93370.03256299457,-335664.91731507104,307.7383419910767,443.1498296905405
45650,-429352.26759493025,91314.00386271722,-338038.26373221306,300.96187586012036,442.8018899306469
45700,-430038.14589063544,92291.64955103738,-337746.4963395981,304.1840988252392,443.1661981127722
45750,-429774.0045570459,91691.32853409718,-338082.6760229487,302.2055004533158,442.4200683174416
45800,-430335.09240191034,92581.69022125698,-337753.40218065336,305.1400440307112,442.80012888142966
45850,-429113.2291101394,92227.20793826453,-336886.0211718749,303.9717056780421,442.80012888142966
45900,-430587.65093008196,91499.63826587655,-339088.0126642054,301.57370839221477,443.12609724802036
45950,-429618.9494812109,92146.60017623659,-337472.3493049743,303.7060305105695,442.4022600016212
46000,-429800.80634373217,91921.70972545778,-337879.0966182744,302.9648139494036,442.4022600016212
46050,-428478.08027367084,92402.08518164663,-336075.9950920242,304.54808368127425,442.8231112615645
46100,-427550.63111819397,93088.61124066138,-334462.0198775326,306.810805299073,442.22943796857106
46150,-428779.355985336,91248.98178339665,-337530.3742019393,300.7475695529074,441.73128320177676
46200,-429893.31925716856,91759.53229273396,-338133.7869644346,302.43029325914756,442.58625029059476
46250,-430067.51722611906,92698.8293287865,-337368.6878973326,305.5261228800371,442.6744819076034
46300,-429868.7254340893,91739.82626122411,-338128.8991728652,302.3653441389899,442.6744819076034
46350,-429631.3724561094,92135.15204007953,-337496.22041602986,303.6682985922746,442.5621903178863
46400,-431009.928115743,92502.74493772078,-338507.1831780222,304.8798482270195,441.4899205108673
46450,-430155.2037654333,91751.22425936683,-338403.9795060664,302.4029108073756,441.79085239120735
46500,-430382.7540520681,92598.39034360048,-337784.36370846763,305.1950859731842,441.79085239120735
46550,-430176.57205970166,92502.13324602965,-337674.438813672,304.8778321520362,441.79085239120735
46600,-430386.42241477035,91319.21219548839,-339067.21021928196,300.97904200698287,441.79085239120735
46650,-430030.9849400651,91302.31157871662,-338728.67336134845,300.9233392548128,441.79085239120735
46700,-429209.30276396195,92265.07699472204,-336944.22576923994,304.09651832217537,441.9609704619063
46750,-429384.7729996375,91928.24763178168,-337456.52536785585,302.9863622384743,441.9609704619063
46800,-429280.8830535379,92465.01432550215,-336815.86872803577,304.7554918813297,442.2956346100509
46850,-429034.561409472,90529.09608057847,-338505.46532889357,298.37489786663724,442.2796097952825
46900,-429020.19193919166,93212.16140987954,-335808.0305293121,307.21801437016614,441.79319243068903
46950,-428977.1841516183,93042.00230930214,-335935.1818423161,306.6571868964149,441.8246524193882
47000,-429639.9405681081,91974.03837528822,-337665.90219281986,303.137283975336,441.8246524193882
47050,-430057.8455318224,91331.93705486412,-338725.9084769583,301.02098187804074,441.8393384401192
47100,-429263.68013637327,92679.45487814138,-336584.22525823186,305.4622666174349,441.8393384401192
47150,-430026.5930154198,91566.22854425793,-338460.36447116185,301.79318332758,441.8393384401192
47200,-427898.6155841532,91892.2126254825,-336006.40295867075,302.86759444127273,442.806251571279
47250,-428535.82051617536,92417.53831265375,-336118.2822035216,304.59901566431165,441.75341883410283
47300,-428479.3232253606,91968.88172177077,-336510.44150358986,303.1202881581544,441.75341883410283
47350,-428546.9382125896,92182.85605507455,-336364.08215751505,303.8255262816939,442.4238797476395
47400,-428506.2168238838,91176.36920447342,-337329.8476194104,300.50824571385385,442.4238797476395
47450,-428198.53891230444,92223.17916242634,-335975.3597498781,303.9584272335277,442.4238797476395
47500,-428594.48265313567,91376.71284701358,-337217.76980612206,301.16855843616304,442.4238797476395
47550,-428058.2131175925,91906.20058493924,-336152.0125326533,302.9136973645865,442.4281564086132
47600,-427072.07508458686,92750.06730783294,-334322.0077767539,305.6949981635291,442.52760242429576
47650,-428280.74738312094,91443.21213021575,-336837.5352529052,301.38773346046673,442.52760242429576
47700,-428717.44884146424,92660.46115378989,-336056.98768767435,305.39966519083464,442.52760242429576
47750,-428690.3458704208,92858.27653022925,-335832.06934019155,306.0516449995031,442.019530573637
47800,-429582.32571421424,92329.29527468159,-337253.03043953265,304.3081753866295,441.0861066791143
47850,-428298.92821155395,92613.57979091187,-335685.3484206421,305.2451488809829,442.27109855000566
47900,-428867.2755600782,92544.73334337262,-336322.5422167056,305.0182378364418,442.27109855000566
47950,-430044.40637944033,91951.96217673237,-338092.44420270796,303.0645230202999,441.7062914708218
48000,-429523.9805302273,92093.66474021392,-337430.3157900134,303.53156057769036,441.43973036075045
48050,-429072.3564754571,92167.30555638985,-336905.05091906723,303.7742733844741,441.8169012848926
48100,-429218.9601886354,91384.36753671648,-337834.5926519189,301.1937875321906,441.1409033991135
48150,-429288.13371058274,91664.11413596297,-337624.0195746198,302.11580450344604,441.1409033991135
48200,-429570.03403147357,91960.3730230158,-337609.66100845777,303.0922443332195,442.0492496785727
48250,-428433.45966913877,92444.46179490515,-335988.99787423364,304.6877527843622,442.0492496785727
48300,-427961.16347933747,91405.42208069132,-336555.74139864615,301.26318121532785,441.75383071099174
48350,-428298.9690190449,91799.85142593371,-336499.1175931112,302.5631811125714,441.4877247146382
48400,-428961.1370562911,91782.29510346142,-337178.8419528297,302.5053172196201,441.4877247146382
48450,-429578.8217450052,91563.41168480736,-338015.4100601978,301.78389923895816,441.3928486054522
48500,-429480.37129543023,91324.6141180121,-338155.7571774181,300.99684620641796,441.47288875561725
48550,-429982.0525323346,90930.97206823052,-339051.0804641041,299.6994411567194,440.8101952637849
48600,-430401.1959393595,92150.7939603063,-338250.40197905316,303.71985280580554,440.7467719108525
48650,-430866.2016914119,93353.02320785,-337513.1784835619,307.68228084804343,440.7467719108525
48700,-430926.1988024337,91852.25584452561,-339073.94295790803,302.7359008648067,440.7467719108525
48750,-430571.5282025982,92192.03508656584,-338379.4931160324,303.8557794566653,440.13087932308946
48800,-430651.0146281796,92015.66469535248,-338635.3499328271,303.2744801866699,440.4178886831955
48850,-431415.6537354826,92074.93653862968,-339340.7171968529,303.4698342877256,440.4178886831955
48900,-430737.62270005327,92221.39505567445,-338516.2276443788,303.9525469950969,440.4178886831955
48950,-430466.7768105068,91815.04859160655,-338651.7282189003,302.61326945932194,440.4178886831955
49000,-429605.95289020846,91900.15149887197,-337705.8013913365,302.8937601784701,440.2271452654074
49050,-430174.27885695756,91350.20259578599,-338824.0762611716,301.08118328447244,440.46553686701054
49100,-431651.54071606696,92389.13741125076,-339262.4033048162,304.50540911766177,441.34543433727146
49150,-430007.4207234327,92697.569310256,-337309.8514131767,305.52196998426524,441.5848650828391
49200,-430065.33849430666,92425.50713823183,-337639.83135607484,304.62528012094396,441.4809497124899
49250,-429695.2514029129,92284.85951122828,-337410.3918916846,304.16171952927505,440.72851985955174
49300,-430683.06088351156,90243.70236612229,-340439.3585173893,297.43426856523723,440.72851985955174
49350,-429477.0826773145,91854.60985286198,-337622.47282445256,302.74365944218505,440.72851985955174
49400,-428633.0362578677,92852.60589140005,-335780.4303664677,306.03295513784803,440.72851985955174
49450,-428572.6641798676,92296.86401290368,-336275.80016696395,304.20128517298974,440.72851985955174
49500,-428206.5842878057,92101.48301917742,-336105.10126862826,303.55732884765246,440.8228660295136
49550,-429204.0291441716,92226.94119486315,-336977.08794930845,303.97082651831784,440.8228660295136
49600,-430351.28943917947,92375.0682457436,-337976.22119343583,304.4590385472815,440.7937065307197
49650,-429657.87980078487,90640.1555767506,-339017.72422403423,298.7409389215262,440.9516199259309
49700,-430149.8729361133,91428.15225808125,-338721.720678032,301.33809761956513,440.4647400083971
49750,-429163.10985408165,91467.40690666562,-337695.702947416,301.46747703755614,441.2651497140274
49800,-429579.92915208894,91781.50158701892,-337798.42756507,302.50270186833814,441.2651497140274
49850,-429470.536783864,91970.13134595085,-337500.40543791314,303.124406795181,439.78747064067767
49900,-429246.25130977575,92498.65624657829,-336747.5950631974,304.8663723076205,440.1793317565977
49950,-428866.6226997224,92559.9461579118,-336306.6765418106,305.06837776029965,440.1793317565977
50000,-430937.9670061385,91341.7497421705,-339596.217263968,301.0533235195638,440.1793317565977
50050,-429521.55621596053,92127.9827322075,-337393.573483753,303.64466926649203,440.1793317565977
50100,-430063.9634589129,93617.08018136039,-336446.88327755255,308.5525863731534,440.20475201074714
50150,-428934.19551608386,92118.4132321302,-336815.7822839536,303.61312914589195,441.2547752789958
50200,-429677.92130621406,91958.95523966374,-337718.96606655035,303.08757146028495,440.85790158733977
50250,-428795.36300489446,91474.91748621699,-337320.4455186775,301.4922311608555,440.85790158733977
50300,-430071.9330852346,92565.16620859952,-337506.7668766351,305.0855825282498,440.9922737626106
50350,-428695.0683472669,91862.89361230299,-336832.1747349639,302.77096188951055,440.9922737626106
50400,-428700.36062740255,92602.31985951183,-336098.04076789075,305.2080372668508,440.28835464076474
50450,-430097.54754632036,91394.29898937457,-338703.2485569458,301.22652061250193,440.28835464076474
50500,-429803.21150682867,91862.75867567307,-337940.4528311556,302.7705171517974,440.2187620274733
50550,-430445.08393634576,90420.73863876107,-340024.34529758466,298.0177625141912,440.2187620274733
50600,-430715.5691761237,92410.16395638105,-338305.4052197427,304.5747105193918,440.2187620274733
50650,-430848.19293221924,91060.44789882953,-339787.7450333897,300.12618061843665,440.2187620274733
50700,-431320.34110375587,92118.38012278054,-339201.9609809753,303.6130200207681,439.5294743436497
50750,-430306.3580681307,92029.41877207527,-338276.9392960554,303.3198122557514,439.55447774011964
50800,-430199.8860392296,92219.75081897416,-337980.1352202554,303.94712775444657,439.55447774011964
50850,-430491.94051031466,91116.03624108926,-339375.90426922543,300.3093942664505,440.374198904333
50900,-429050.80636356,90569.80345360868,-338481.0029099514,298.50906531993303,440.374198904333
50950,-429327.2726933935,91085.45859710553,-338241.814096288,300.2086133927243,440.450068939508
51000,-429307.1735161212,91865.53917311775,-337441.6343430035,302.77968139486387,440.0361902528084
51050,-428588.4044784098,92682.78329933195,-335905.62117907783,305.4732367626787,440.0361902528084
51100,-429043.1850712395,91675.75499262655,-337367.43007861293,302.15417160936505,440.3588702921704
51150,-427811.8793136268,91595.7189520007,-336216.16036162607,301.890380778778,440.267944160607
51200,-429128.1537166517,92866.91962285539,-336261.23409379635,306.0801317732723,440.267944160607
51250,-429164.3692987575,90079.66574671058,-339084.7035520469,296.8936201805479,440.45287247505235
51300,-428180.98119168123,91248.90274779106,-336932.0784438902,300.74730905941124,440.45287247505235
51350,-428422.63200163934,92414.65653026782,-336007.97547137155,304.5895175961512,440.74851860093423
51400,-428991.75016916543,91913.29716519741,-337078.453003968,302.9370869873863,440.74851860093423
51450,-428624.44450070895,93561.48521819492,-335062.95928251406,308.3693509032926,440.29028420975385
51500,-429050.85061238636,92737.23181979511,-336313.61879259127,305.6526936714026,440.29028420975385
51550,-427611.38762287796,92057.69378497679,-335553.69383790117,303.41300388641963,440.29028420975385
